Benchmark,Input Size,Threads,cycles,instructions,ins_per_cycle,cache_references,cache_misses,cache_misses_percent,branches_instructions,branch_misses,bus_cycles,ref_cycles,alignment_faults,bpf_output,cpu_clock,cpu_migrations,dummy,emulation_faults,major_faults,minor_faults,page_faults,LLC_loads,LLC_load_misses,LLC_misses_percent,LLC_stores,LLC_store_misses,LLC_store_misses_percent,time,user_time,sys_time
freqmine,simlarge,6,16326241358,32931575950,2.02,73897413,5064746,6.854,5117988947,140619858,737307707,16279444128,0,0,7724.48,13,0,0,0,123436,123436,17210570,1331453,0.07736251617465313,11527225,931302,0.08079151747276556,1.470,7.028,0.120
freqmine,simlarge,7,16106713470,32977383268,2.05,70847182,4182871,5.904,5216253450,142270969,745357677,16377881814,0,0,7725.79,17,0,0,2,120157,120159,17652829,1528583,0.08659138996927915,7963884,245759,0.030859188807873143,1.366,6.992,0.159
freqmine,simlarge,8,16307801576,32724883659,2.01,73534900,6855346,9.323,4937314936,136408756,737989093,16207273957,0,0,7740.19,17,0,0,1,117536,117537,18187687,1064247,0.05851469733342123,10172225,474723,0.04666855088242739,1.313,7.041,0.124
freqmine,simlarge,9,16038089476,32859284023,2.05,71038780,3710486,5.223,5203610951,143582110,745520452,16366284593,0,0,7747.73,17,0,0,3,117985,117988,16301142,1586152,0.09730312146228773,13095876,535015,0.04085370081390508,1.294,6.999,0.175
freqmine,simlarge,10,16099139842,32634175416,2.03,65330685,4300424,6.583,5175977019,142699967,758919776,16649881452,0,0,7851.73,16,0,0,3,118417,118420,18600994,1505699,0.08094723325000804,8865782,356005,0.040154946286746054,1.283,7.082,0.190
freqmine,simlarge,11,16009062843,32690162189,2.04,66697059,6283339,9.421,5101447713,136682987,752191632,16615699125,0,0,7843.26,33,0,0,4,118307,118311,19012880,1134309,0.05966003046355944,6807497,294095,0.043201634903401356,1.259,7.062,0.203
freqmine,simlarge,12,16195914011,32607400167,2.01,66304881,3405166,5.136,5124905702,138455063,754860381,16597829552,0,0,7855.75,26,0,0,3,119123,119126,18105232,1532670,0.08465343056636888,9888011,364539,0.036866767239640004,1.253,7.079,0.204
freqmine,simlarge,13,16940193217,33210933181,1.96,77829570,4771368,6.131,5110165666,135960218,763076820,16771820053,0,0,8037.44,26,0,0,5,119915,119920,17922841,1550039,0.08648400105764482,8583754,917248,0.10685860755096196,1.244,7.289,0.176
freqmine,simlarge,14,16532989021,31888210265,1.93,71188441,7241603,10.172,5170981434,143342066,774630902,16985069991,0,0,8047.26,26,0,0,11,119360,119371,18818380,1051130,0.05585656151060825,11208301,532352,0.04749622623446676,1.254,7.346,0.131
freqmine,simlarge,15,16241450112,32031964284,1.97,67972680,6987912,10.280,5311990399,146108978,764834438,16940830242,0,0,7968.21,27,0,0,4,120125,120129,18984144,1085160,0.057161386892134826,12338333,613870,0.049753074422614466,1.237,7.223,0.174
freqmine,simlarge,16,16723327364,32416219184,1.94,78097525,7120087,9.117,5217886041,144122725,787181680,16912830181,0,0,8135.53,26,0,0,14,121242,121256,18318813,1116158,0.060929602807780175,11835896,1360713,0.1149649337912398,1.227,7.360,0.204
streamcluster,simsmall,1,1026800100,1506969900,1.47,29154973,138309,0.474,256240286,4378350,54740227,1259779124,0,0,757.41,4,0,0,0,68465,68465,14321447,45067,0.003146818893370202,2355397,20195,0.00857392617889893,0.241,0.237,0.004
streamcluster,simsmall,2,1131971152,1622418861,1.43,31888800,212638,0.667,274182007,5105487,61274308,1360446623,0,0,816.47,10,0,0,0,69188,69188,14055085,28669,0.0020397599872217067,3187053,24769,0.007771756541231037,0.152,0.291,0.008
streamcluster,simsmall,3,1164075740,1657811794,1.42,28801164,244443,0.849,264878298,5014918,63921115,1474580830,0,0,841.05,12,0,0,0,69136,69136,12589779,43208,0.0034319903470902864,2860623,50463,0.01764056291234462,0.111,0.321,0.000
streamcluster,simsmall,4,1685567124,2050778995,1.22,33115820,1461187,4.412,355511600,5578366,80142441,1750007222,0,0,1059.94,11,0,0,2,69154,69156,12968722,320310,0.02469865573492901,3697394,288998,0.07816261940166506,0.143,0.518,0.028
streamcluster,simsmall,5,1960608800,2360252891,1.20,33936971,240228,0.708,365801053,4402002,87471405,1992147443,0,0,1192.01,3,0,0,2,69900,69902,13569918,41746,0.0030763634680769625,4615415,40104,0.00868914279647659,0.144,0.625,0.058
streamcluster,simsmall,6,2484158453,2929053218,1.18,41205901,175388,0.426,556732261,5795284,126237229,2815655285,0,0,1541.76,4,0,0,5,68519,68524,14379567,43527,0.00302700352521046,6135210,33504,0.005460937767411384,0.187,0.957,0.099
streamcluster,simsmall,7,3198863411,3690607434,1.15,46230978,252314,0.546,712097633,7602135,152206357,2990118309,0,0,1758.97,7,0,0,4,70116,70120,13427668,54630,0.004068465201850388,4978441,44717,0.008982129144445019,0.195,1.079,0.201
streamcluster,simsmall,8,3885267084,4125584325,1.06,39774362,294590,0.741,807586379,7897904,185893446,4083495338,0,0,2140.18,17,0,0,5,68784,68789,15203877,93566,0.006154088197372289,5666300,31568,0.005571184017789386,0.228,1.499,0.195
streamcluster,simsmall,9,4209265520,4402330946,1.05,43712689,285769,0.654,893791812,7826316,210758669,4718870659,0,0,2401.25,14,0,0,2,69490,69492,15033551,35923,0.002389521943285389,6581894,29014,0.004408153640882093,0.233,1.662,0.298
streamcluster,simsmall,10,4947602540,4798091463,0.97,45230266,256439,0.567,927487836,8787773,226956154,5102468408,0,0,2638.25,9,0,0,7,68520,68527,14437938,33395,0.002313003421956792,7266194,37958,0.005223917775936068,0.239,1.824,0.399
streamcluster,simsmall,11,7043831493,6160690959,0.87,55905085,1699481,3.040,1198216389,8069737,319854927,6888683539,0,0,3571.68,31,0,0,9,69213,69222,17068568,290296,0.017007636492996952,6916349,259765,0.037558110500207555,0.314,2.643,0.560
streamcluster,simsmall,12,7421455788,6305979826,0.85,50195532,1589053,3.166,1305933535,9508684,345210946,7284455570,0,0,3779.42,33,0,0,8,68490,68498,15765824,390568,0.024773078781039293,6826675,385655,0.056492362680221335,0.305,2.713,0.703
streamcluster,simsmall,13,8602299912,6497229452,0.76,50599254,205158,0.405,1359454187,11276610,407299880,8944760337,0,0,4433.65,33,0,0,10,70155,70165,20872444,68774,0.003294966320187516,8414438,27161,0.003227904228422623,0.345,3.361,0.791
streamcluster,simsmall,14,9440537289,7330444502,0.78,63605040,327477,0.515,1501330805,10015796,430619649,9589488177,0,0,4739.24,33,0,0,10,69247,69257,18780382,39943,0.002126847047094143,9692507,37479,0.0038668014374402824,0.342,3.409,1.041
streamcluster,simsmall,15,10639180939,7762526437,0.73,55707116,1320881,2.371,1655866083,11499651,497881242,10856149765,0,0,5371.89,37,0,0,12,68796,68808,20119000,285523,0.014191709329489537,9223550,298845,0.03240021466788818,0.367,4.063,1.052
streamcluster,simsmall,16,15440870275,8391250849,0.54,72421113,5811340,8.024,1775457530,13604292,726068406,15822331805,0,0,7676.08,104,0,0,14,68897,68911,23823853,1217184,0.05109098011979842,11182161,970940,0.0868293704588943,0.509,5.975,1.577
streamcluster,simmedium,1,2730736068,4430644333,1.62,106674838,423970,0.397,438946613,6309531,133057686,2904600590,0,0,1535.94,7,0,0,0,69879,69879,52763911,55177,0.0010457337023406018,3528214,33181,0.009404474898631433,1.014,1.010,0.004
streamcluster,simmedium,2,2742398085,4481962190,1.63,108546209,189074,0.174,427967501,6461587,131060800,2825080677,0,0,1542.38,6,0,0,0,69639,69639,51419645,28192,0.0005482729412075871,4641943,18292,0.003940591256721593,0.519,1.026,0.000
streamcluster,simmedium,3,2851475613,4461134916,1.56,111158912,214138,0.193,464389539,6490761,140107570,3129241512,0,0,1632.84,11,0,0,0,68668,68668,53138683,82342,0.0015495679484566827,4872775,39897,0.008187736967128587,0.379,1.103,0.012
streamcluster,simmedium,4,3056498104,4466206811,1.46,111760939,154661,0.138,477559559,6121982,151268679,3355877439,0,0,1755.96,12,0,0,2,69247,69249,56249320,29544,0.0005252330161502397,7522893,43508,0.0057834133756787445,0.321,1.221,0.024
streamcluster,simmedium,5,3475705682,5083245232,1.46,119034563,298309,0.251,566959178,7123625,167895468,3558647607,0,0,1901.35,2,0,0,1,69928,69929,53806386,46131,0.0008573517649001737,6159100,22665,0.0036799207676446234,0.290,1.342,0.049
streamcluster,simmedium,6,4142341370,5779315465,1.40,124638998,164823,0.132,751323843,7561851,205377412,4537480567,0,0,2289.98,6,0,0,3,69602,69605,59365051,41159,0.0006933203847496063,7796785,33691,0.0043211400596527925,0.315,1.673,0.127
streamcluster,simmedium,7,5280743283,6839024098,1.30,130509515,476551,0.365,964248409,8432102,253258224,5490671739,0,0,2792.79,6,0,0,4,69963,69967,60028856,32649,0.0005438884259263578,7953060,45215,0.005685233105245025,0.351,2.078,0.241
streamcluster,simmedium,8,5936014262,7303289982,1.23,131229685,201952,0.154,1060574423,9048346,285330699,6217288971,0,0,3100.45,6,0,0,5,70268,70273,61228314,41570,0.0006789342590749763,8076744,23755,0.0029411604478240243,0.354,2.236,0.421
streamcluster,simmedium,9,6471326877,7821470809,1.21,138419757,236588,0.171,1132479415,8221713,300330327,6690433190,0,0,3350.03,1,0,0,6,70252,70258,62880444,49085,0.0007806083557552488,9580425,75936,0.007926161939579925,0.346,2.596,0.316
streamcluster,simmedium,10,7455521493,8302613771,1.11,153234330,181749,0.119,1208047519,8861078,340153287,7494405991,0,0,3793.25,12,0,0,6,69385,69391,62938686,47990,0.0007624881142259627,10804639,78893,0.007301771026315641,0.364,2.809,0.585
streamcluster,simmedium,11,8413926695,8568498982,1.02,145146780,238840,0.165,1361052806,11449127,406480262,9036266540,0,0,4393.76,20,0,0,5,69301,69306,65170209,85596,0.0013134222110596577,10164189,46810,0.004605384649970598,0.398,3.410,0.642
streamcluster,simmedium,12,11923023470,10923672974,0.92,148198782,3607671,2.434,1822764963,10714271,546712607,12117971703,0,0,5918.52,28,0,0,9,69303,69312,64898727,926975,0.01428340805513797,9988995,994575,0.09956707356445768,0.497,4.860,0.729
streamcluster,simmedium,13,12685090965,10691644684,0.84,150688128,3566730,2.367,1814366434,12760715,592145378,12929329766,0,0,6301.90,36,0,0,9,70017,70026,68803671,1284129,0.018663669849825308,10733468,1117326,0.10409738958554682,0.495,5.007,0.996
streamcluster,simmedium,14,16083606824,12052754486,0.75,169611142,7120235,4.198,2013014104,12373187,745774674,16196377966,0,0,7829.99,42,0,0,4,69630,69634,67120102,1276643,0.019020278008516734,14406075,1194919,0.0829454934810488,0.580,6.341,1.250
streamcluster,simmedium,15,15410310726,11808596608,0.77,154027284,1151304,0.747,2060110056,14168997,715689739,15894005949,0,0,7622.88,44,0,0,9,69436,69445,70347868,294820,0.0041908874907196905,13735424,324461,0.023622204891527193,0.536,6.102,1.354
streamcluster,simmedium,16,24317231469,14155313301,0.58,188762203,13376040,7.086,2504347489,17361148,1117142683,24675217916,0,0,11728.02,169,0,0,0,69693,69693,72677835,2576216,0.03544706580761521,15720530,2379628,0.15137072350614134,0.796,9.744,1.995
streamcluster,simlarge,1,11474853824,18125239395,1.58,443107767,171125,0.039,948782188,8781273,530532185,11703407979,0,0,5537.93,6,0,0,0,75953,75953,141619518,90008,0.0006355621122789021,5135541,59679,0.011620781530125064,5.029,5.016,0.004
streamcluster,simlarge,2,11742065637,18177550964,1.55,448797363,271251,0.060,934953154,8897330,536990494,11878845808,0,0,5644.69,14,0,0,0,73452,73452,143344112,100298,0.0006997008708666038,7733666,43954,0.0056834624096773765,2.589,5.121,0.008
streamcluster,simlarge,3,12034572623,18275265080,1.52,466064452,310183,0.067,1023497105,8928134,557989171,12280857382,0,0,5849.59,8,0,0,1,74214,74215,148103106,63738,0.000430362345000381,12746749,65326,0.0051249145958706804,1.804,5.321,0.012
streamcluster,simlarge,4,12220073890,18564288372,1.52,470668713,180603,0.038,1082119927,9572651,573879763,12696076433,0,0,5966.95,6,0,0,2,73569,73571,150397808,66128,0.00043968725927175746,14899323,71895,0.004825387032685982,1.391,5.397,0.056
streamcluster,simlarge,5,14588781061,20561012312,1.41,475129538,6950097,1.463,1466337683,9952548,675809560,14882187717,0,0,7030.08,17,0,0,1,73838,73839,154005891,3274598,0.021262810005105583,12412803,1909363,0.15382206581382143,1.365,6.429,0.116
streamcluster,simlarge,6,13546618262,19656043086,1.45,487840061,339468,0.070,1360775966,10099993,630211232,13854890200,0,0,6612.20,17,0,0,4,73478,73482,154175094,60773,0.0003941816957802536,16505678,37885,0.0022952707547063502,1.052,5.968,0.140
streamcluster,simlarge,7,15294261937,21401763772,1.40,493414004,2578803,0.523,1687275000,11132725,707340865,15459614557,0,0,7345.71,13,0,0,4,71237,71241,156451937,1015755,0.006492441189782138,16842398,510836,0.03033036032042468,1.020,6.610,0.260
streamcluster,simlarge,8,16273455418,21960340390,1.35,501279304,3017973,0.602,1773944239,12174228,745913631,16527095779,0,0,7816.22,23,0,0,5,71919,71924,157945498,740255,0.0046867749278931645,16911625,554852,0.0328089110301346,0.969,6.932,0.441
streamcluster,simlarge,9,17568700548,23283886824,1.33,492052075,1897793,0.386,2049005987,12395788,809562877,17789601802,0,0,8401.54,16,0,0,6,71838,71844,158505411,589629,0.003719929788390631,15474082,476547,0.030796463402481645,0.940,7.519,0.466
streamcluster,simlarge,10,20238814181,24684832235,1.22,511399578,6241180,1.220,2314377661,12783065,913321602,20150648916,0,0,9574.29,29,0,0,9,71225,71234,163277803,2310222,0.01414902673574068,21411032,1799739,0.08405662090458788,0.974,8.491,0.711
streamcluster,simlarge,11,18764984256,24048654870,1.28,510611786,194438,0.038,2208643495,13968166,865059102,18950917762,0,0,8992.63,9,0,0,9,70946,70955,158325092,90354,0.0005706865466403771,20189988,50607,0.0025065393798153817,0.832,7.959,0.667
streamcluster,simlarge,12,21058622771,25324476523,1.20,502078427,1769158,0.352,2503487996,14244782,968082362,21190202862,0,0,10056.22,27,0,0,10,70913,70923,168681347,747337,0.004430466161738677,19851880,414051,0.020857017068408635,0.863,8.890,0.840
streamcluster,simlarge,13,24981465317,27414221155,1.10,492380164,344066,0.070,3009969762,16567975,1152999310,25252002522,0,0,11918.64,26,0,0,11,70978,70989,210210848,98869,0.0004703325301270846,21901295,63278,0.002889235545204062,0.961,10.561,1.133
streamcluster,simlarge,14,27214268153,28588332343,1.05,527773495,4232552,0.802,3294760679,16940170,1254459569,27717968709,0,0,13071.93,51,0,0,7,70949,70956,194951172,877319,0.0045001986446124055,23515810,685966,0.029170417689205686,0.980,11.648,1.214
streamcluster,simlarge,15,28562497366,28390468319,0.99,482809394,295657,0.061,3239825681,16546518,1320906556,28840827913,0,0,13654.06,51,0,0,4,71608,71612,221734250,122073,0.0005505374113381221,22727488,79313,0.003489738945192711,0.967,12.090,1.441
streamcluster,simlarge,16,36201197160,30689928535,0.85,517474913,8747766,1.690,3684239901,20713141,1661674936,36658108225,0,0,17178.76,189,0,0,13,73333,73346,215854816,3036116,0.01406554672377567,25045226,2436550,0.09728600572420469,1.163,15.207,1.985
swaptions,simsmall,1,1071083055,1893239136,1.77,14900401,146888,0.986,352782233,6569938,60511943,1403525176,0,0,807.82,4,0,0,0,69238,69238,4790664,43182,0.009013781805611916,2115984,15130,0.007150337620700346,0.288,0.284,0.004
swaptions,simsmall,2,1195957409,1919028653,1.60,16827752,77869,0.463,334396236,5762037,56309389,1274371865,0,0,805.53,4,0,0,0,69220,69220,4282395,41686,0.009734272527405809,2588534,24319,0.009394893016665032,0.146,0.285,0.004
swaptions,simsmall,3,1174773848,1824913966,1.55,16755051,159758,0.953,361072308,6491988,64155275,1444051179,0,0,845.84,2,0,0,0,69595,69595,4462380,35413,0.007935899676854055,1790274,32710,0.018270946235045587,0.112,0.317,0.012
swaptions,simsmall,4,1155614643,1863391241,1.61,18159423,167082,0.920,300859742,5810772,54696136,1258165478,0,0,803.54,3,0,0,0,68576,68576,3571321,18892,0.005289919332370291,2163692,15868,0.007333760997406285,0.075,0.287,0.004
swaptions,simsmall,5,1215713096,1832991701,1.51,14387851,74985,0.521,365539644,6847133,67964634,1290455946,0,0,884.80,8,0,0,0,69296,69296,4449765,53406,0.01200198212714604,1864175,9391,0.005037617176498988,0.078,0.342,0.028
swaptions,simsmall,6,1322849731,2167546411,1.64,18523962,255333,1.378,324650104,5993278,59899199,1391918163,0,0,886.71,11,0,0,1,69550,69551,4632110,142109,0.030679107361440035,2321681,53061,0.022854560984045612,0.063,0.347,0.012
swaptions,simsmall,7,1323803281,1775318486,1.34,18791725,441361,2.349,402582922,7226083,69327810,1213619703,0,0,910.35,4,0,0,1,69901,69902,3566581,51422,0.014417729472567706,3098331,85551,0.0276119626986271,0.060,0.385,0.008
swaptions,simsmall,8,1191766611,1616718487,1.36,20689105,288361,1.394,265403741,5197515,50219172,1194364615,0,0,818.85,9,0,0,0,69702,69702,3776925,33581,0.008891095269299761,2669803,47603,0.017830154509527484,0.041,0.293,0.004
swaptions,simsmall,9,1333730182,1873263351,1.40,19228775,263951,1.373,283348987,4987363,50813517,1261448860,0,0,888.02,7,0,0,0,69915,69915,4443698,326653,0.07350927088204463,2934486,220068,0.07499371269789666,0.044,0.360,0.008
swaptions,simsmall,10,749187988,1586438543,2.12,9427241,402439,4.269,329114893,6264357,68670041,1625694008,0,0,933.12,4,0,0,0,69702,69705,5410784,247514,0.04574457232075795,3972236,10426,0.0026247181688097082,0.045,0.390,0.027
swaptions,simsmall,11,1243536344,1606120092,1.29,20207732,2004982,9.922,351098347,7221209,77930131,1751816985,0,0,976.82,11,0,0,1,70036,70037,5119631,34508,0.006740329527655411,1912349,219541,0.11480174382395682,0.046,0.423,0.037
swaptions,simsmall,12,960860009,1866125140,1.94,12166233,1349664,11.094,334612572,5688251,78657609,1827732024,0,0,1006.42,10,0,0,0,68653,68653,6260743,209841,0.033516948387755256,2388142,14892,0.006235810098394484,0.045,0.460,0.034
swaptions,simsmall,13,1545361313,1608956940,1.04,20264602,1699980,8.389,391556776,8352574,83280647,1383018782,0,0,1035.72,11,0,0,7,69975,69982,3522595,76171,0.021623547413199645,1966341,249748,0.1270115407246251,0.045,0.492,0.029
swaptions,simsmall,14,1062154918,2039039769,1.92,12775028,1027992,8.047,332625134,5944719,86996678,1962585445,0,0,1071.51,16,0,0,0,69703,69703,6435183,206990,0.03216536344032485,2256846,20060,0.008888510780088673,0.046,0.489,0.062
swaptions,simsmall,15,1040882525,2183744059,2.10,11219448,675436,6.020,334607206,5543311,84940082,1908624309,0,0,1094.83,14,0,0,0,69051,69051,6525608,179216,0.027463494589316427,2611657,14265,0.005462049572359617,0.045,0.511,0.069
swaptions,simsmall,16,1350873868,1991395341,1.47,15795493,1284559,8.132,337524988,6518091,95203745,2114244810,0,0,1148.40,14,0,0,0,68523,68523,6440068,262328,0.040733731382960554,2271369,171708,0.07559669961155585,0.046,0.527,0.108
swaptions,simmedium,1,2999888663,6128853375,2.04,21077376,106191,0.504,1002614281,13834219,140951215,3131078886,0,0,1643.13,4,0,0,0,68928,68928,4694330,51526,0.010976220248682986,3487964,32495,0.009316323218932306,1.130,1.130,0.000
swaptions,simmedium,2,2903023279,6148350264,2.12,17152729,101333,0.591,995387098,14659420,144296634,3245263187,0,0,1662.42,3,0,0,0,69938,69938,5610562,70719,0.012604619644163989,2945403,18646,0.006330542883265889,0.574,1.141,0.004
swaptions,simmedium,3,2988571257,6050679815,2.02,25935974,222357,0.857,1000494843,15928224,148980399,3269051812,0,0,1716.29,2,0,0,0,69338,69338,4122757,27576,0.006688727955588942,3473607,16905,0.0048666990825386985,0.402,1.195,0.004
swaptions,simmedium,4,2814818917,5931430683,2.11,17824126,226886,1.273,987028746,14723501,144259517,3260032770,0,0,1672.27,6,0,0,0,69589,69589,5113470,59295,0.011595843918122135,2908658,34492,0.011858389676613752,0.291,1.148,0.004
swaptions,simmedium,5,3271468210,6851615196,2.09,16427930,103778,0.632,954772850,14323398,155188925,3526229444,0,0,1799.72,6,0,0,0,70007,70007,6903344,65542,0.009494239313584837,2376929,16641,0.007001050515181564,0.259,1.245,0.032
swaptions,simmedium,6,3096371141,5721220924,1.85,22754643,861580,3.786,991352369,14125182,158912977,3549444215,0,0,1827.92,4,0,0,0,70048,70049,4674944,120286,0.02572993387728281,5105627,138081,0.027044866379780583,0.221,1.273,0.036
swaptions,simmedium,7,3846620572,6632643665,1.72,21533659,2516488,11.686,1120990147,16691138,187650604,4035498182,0,0,2095.86,9,0,0,1,69475,69476,6889358,362609,0.05263320617102493,3549002,355466,0.10015942510035215,0.231,1.487,0.093
swaptions,simmedium,8,2792478933,5863412859,2.10,17408466,332681,1.911,999903538,14267729,144776344,3239476864,0,0,1686.94,0,0,0,0,69332,69332,4702661,103528,0.022014769935574774,4068885,28606,0.007030427254641014,0.150,1.170,0.000
swaptions,simmedium,9,4298751689,7618132778,1.77,23504642,2643075,11.245,1151969760,15414226,188637501,4254684484,0,0,2237.41,13,0,0,2,69736,69738,6525966,580034,0.08888094115108783,4865771,433957,0.08918566040202057,0.200,1.625,0.102
swaptions,simmedium,10,3312831332,5792418279,1.75,23450083,1686328,7.191,1015893229,15812605,179332150,3969556321,0,0,2010.02,18,0,0,3,69086,69089,5585198,287333,0.05144544562251867,3392927,195920,0.057743653193835294,0.155,1.424,0.068
swaptions,simmedium,11,3546198873,6538506104,1.84,21137329,3293703,15.582,975317938,14077287,185256389,4276951342,0,0,2210.60,11,0,0,0,69105,69110,6608270,684966,0.10365284711429769,4768520,634314,0.13302114702255627,0.161,1.556,0.141
swaptions,simmedium,12,4243950250,6218505974,1.47,30947056,4962651,16.036,1178957432,17931885,211477527,4616754444,0,0,2345.33,10,0,0,0,69780,69780,6267008,626204,0.0999207277220645,5029345,741027,0.14734065768007565,0.161,1.729,0.107
swaptions,simmedium,13,3842450379,6730076889,1.75,27689658,4088393,14.765,930380989,14166237,165706481,3773506249,0,0,2034.04,11,0,0,0,69301,69301,5559867,515055,0.0926380073480175,3837119,328397,0.08558426256782758,0.121,1.479,0.044
swaptions,simmedium,14,3104360414,5053910800,1.63,26379344,3950498,14.976,955270932,15501623,183756277,4225157035,0,0,2152.78,12,0,0,9,69525,69534,5598308,392967,0.07019388715304696,4049518,635148,0.15684533319767932,0.122,1.570,0.068
swaptions,simmedium,15,3652935442,5279945243,1.45,30905914,5897403,19.082,1052594045,15453545,205490529,4649288324,0,0,2330.58,9,0,0,10,69847,69857,6506486,784134,0.12051574382854278,5479253,738559,0.13479191415326142,0.126,1.743,0.073
swaptions,simmedium,16,3734544302,5307240664,1.42,29231913,4563966,15.613,1060208184,15423862,212189367,4706018104,0,0,2354.05,12,0,0,1,69851,69852,6174630,697141,0.11290409303877318,5204577,449071,0.08628386130131228,0.122,1.737,0.107
swaptions,simlarge,1,10291291344,23914123234,2.32,25442665,369401,1.452,3616277155,44490379,476429629,10481292741,0,0,5007.05,11,0,0,0,69508,69508,4667298,41114,0.00880895113189687,3672858,37151,0.010115011252817288,4.496,4.490,0.004
swaptions,simlarge,2,10580508491,24255016409,2.29,21920909,250571,1.143,3641065707,50942978,488328784,10782605331,0,0,5112.45,8,0,0,0,69946,69946,5159295,63531,0.012313891723578512,4371816,30181,0.006903538483778823,2.301,4.595,0.000
swaptions,simlarge,3,10619697927,24131022423,2.27,22244729,284543,1.279,3636911048,47257845,495614564,10959937118,0,0,5193.25,20,0,0,0,70340,70340,5912775,38203,0.006461094832798475,3912122,38053,0.009726946143295122,1.561,4.666,0.008
swaptions,simlarge,4,10498474065,24222127752,2.31,20628687,221694,1.075,3643651616,49567468,489489036,10814303571,0,0,5115.13,5,0,0,0,70660,70660,6476124,38263,0.005908318000087707,3273527,32320,0.009873142943375754,1.152,4.590,0.004
swaptions,simlarge,5,11443373985,24677034783,2.16,31195324,339772,1.089,3746300102,49499303,528413681,11648948036,0,0,5547.39,7,0,0,2,69000,69002,6102884,34285,0.005617835764205907,4108071,30420,0.007404935309053812,1.012,4.939,0.096
swaptions,simlarge,6,11104181846,24338082199,2.19,28104086,2625974,9.344,3686290978,51874328,518456296,11335832115,0,0,5399.01,17,0,0,0,69569,69569,6507222,326122,0.05011693161843871,4500414,379106,0.08423802787921289,0.819,4.849,0.036
swaptions,simlarge,7,12867033428,25210857332,1.96,37451487,4911226,13.114,3896496822,54050002,598230984,12989104770,0,0,6191.78,13,0,0,0,69281,69281,7689826,852415,0.11084971233419326,6833764,610140,0.08928315347149829,0.820,5.450,0.232
swaptions,simlarge,8,12005695561,24804050352,2.07,28952358,5562787,19.214,3795460490,51804839,559226119,12040783762,0,0,5803.46,11,0,0,3,69978,69981,7769252,831177,0.10698288586854951,4593695,542597,0.11811776794062297,0.672,5.136,0.162
swaptions,simlarge,9,11745272796,24426649238,2.08,35989866,2644468,7.348,3755887064,46353645,550377844,12152033878,0,0,5728.96,13,0,0,4,69261,69265,7138150,428785,0.06006948579113636,5825334,338087,0.05803735888791956,0.586,5.113,0.108
swaptions,simlarge,10,11984133320,25124053976,2.10,38196433,6492070,16.997,3713038599,48837983,532964642,11828570632,0,0,5729.19,24,0,0,4,70299,70303,7584209,1147687,0.15132586667904327,4123628,913595,0.22155126505106668,0.526,5.106,0.108
swaptions,simlarge,11,15102545496,26539809443,1.76,49941653,13815545,27.663,4134907440,56186055,695309297,15294603229,0,0,7302.99,27,0,0,1,69595,69596,9897850,2233605,0.22566567486878464,9301887,2120420,0.22795589755067977,0.636,6.392,0.418
swaptions,simlarge,12,12204601436,25729144252,2.11,28789884,6044359,20.995,3866497351,46333314,537968052,12038512659,0,0,5850.96,14,0,0,0,69944,69944,10084212,1266865,0.12562855679749693,5086783,852753,0.167640923546375,0.450,5.229,0.109
swaptions,simlarge,13,12584471684,23920080772,1.90,39670684,7810999,19.690,3769166050,46591275,596571017,13048237240,0,0,6208.14,26,0,0,2,69977,69980,7581265,1201262,0.15845139300631228,5637721,1289387,0.22870713183571872,0.446,5.547,0.152
swaptions,simlarge,14,11897772806,24510979344,2.06,35740718,8106003,22.680,3782445162,53007783,557277354,11583911296,0,0,5784.30,21,0,0,9,70037,70046,8268375,1353245,0.16366517000015118,6768305,1408901,0.2081615707329974,0.380,5.226,0.036
swaptions,simlarge,15,12832131038,24973129931,1.95,36858244,7108648,19.286,3855572613,50704956,564681982,12380406682,0,0,6157.32,29,0,0,3,70624,70627,8533836,1251538,0.14665597042174233,5480303,1283465,0.23419599244786282,0.382,5.562,0.085
swaptions,simlarge,16,12737820011,24873078199,1.95,33689897,5873595,17.434,3733811276,49477008,615517647,13668238390,0,0,6461.23,32,0,0,9,69937,69948,7731267,1022262,0.13222438185099544,7617601,1004536,0.13187038806574405,0.386,5.692,0.273
vips,simsmall,1,1732550579,3930849917,2.27,26081440,530152,2.033,535258451,5750652,90430527,1983057896,0,0,1132.42,3,0,0,0,70792,70792,6627889,104006,0.015692175894919183,4044579,67291,0.016637331104176728,0.569,0.567,0.012
vips,simsmall,2,1659113951,3767549688,2.27,25745381,365551,1.420,514646384,5653899,90288921,2002327786,0,0,1120.31,8,0,0,0,71936,71936,7041743,176599,0.025078876068041676,3984789,58211,0.014608301719363309,0.300,0.562,0.020
vips,simsmall,3,1689162645,3605315416,2.13,27665035,782417,2.828,515356493,4983220,86937592,1927516915,0,0,1118.30,8,0,0,0,71605,71605,6819307,103323,0.015151539591926276,4164750,71548,0.01717942253436581,0.212,0.562,0.024
vips,simsmall,4,1783274283,3863470693,2.17,28462915,323422,1.136,464044538,5145534,85111588,1928705825,0,0,1121.65,2,0,0,0,72096,72096,6768525,201428,0.02975951185819658,4181266,24707,0.0059089758939039035,0.165,0.555,0.031
vips,simsmall,5,1739951475,3830707502,2.20,28732450,522606,1.819,532971161,5431741,90839234,1973692250,0,0,1136.75,7,0,0,0,73993,73993,6733016,164470,0.024427388855157925,4126880,61454,0.01489115263831272,0.140,0.568,0.028
